text,summary
"Wish we had not ordered so much, but we were basing on what others said.  It is not very sweet at all, disappointed in the baking quality.  Also, very clumped and does not blend well AT ALL.  However, it is good in coffee.",Not that impressed in baking
"New to brown rice syrup. Used NOW brand in hot mint tea (with raw honey) and liked it very much. Decided to venture out & found this. Tastes very different than the NOW brand. It's richer and turns the tea cloudy, tastes and looks as if a splash of milk was added to the tea. NOW brand left the tea clear.I prefer the NOW brand in hot tea but prefer this for baking, cooking and as a topping (sweet potato, krispy treats, popcorn, greek yogurt, etc.)  It has a more complex and buttery background which is better suited to such applications.DELICIOUS.",pleasant and delicious
"I should have known by the price that this was not the same ""ground"" coffee that I'd been buying for a year...opening the box, right away I noticed the weight/feel was different...when I brewed the first cup...there was an ""empty"" K-cup left...no grounds...really dissapointed...this should not even be sold in the same category as a K-cup...this is flagrantly deceiving, I think...could buy a jar of instant granuals much cheaper if that's what I wanted...",BEWARE!!! This is instant coffee!...
"I haven't had a chance to use this in a variety of situations, but we've had salad a couple of times recently.  We mixed a bit of olive oil, balsamic vinegar, and these spices, and it was a very nice dressing.  We'll be playing around with different uses for the product.  The canisters are a very generous size and will last for many many uses.",So far so good
I perfer Starbucks Breakfast Blend and I got this as it was on sale. A good cup to be sure...get it on sale and you can't lose.,Decent cup of Joe
"My husband purchased this sauce the first time while on a business trip in Orlando Florida this past spring. We reside in North Carolina and have been unable to locate it here where we live (Charlotte/Gastonia area) Was glad to be able to find it here at Amazon. It is a hot sauce indeed but unique and good on anything, especially mexican food.",Unique sauce for those that can take the heat........
"This is such a great blend, very impressive!It has a very complex flavor, and is not flat by any means. I do drink it straight, but I will say you would prob like to use this in milk based drinks more than drinking it straight.When in good milk, has a very earthy chocolatey flavor. Sometimes I think I am drinking hot chocolate! It has a very dense flavor on the tongue, and the first time you drink it you will want to savor every sip to just appreciate the complexity of the blends flavor.I am biased and prefer dark oily roasts. But I always keep a big bag of this in the freezer and have it every day or 2 when making a cappuccino. It also supposedly has less caffeine than the other Lavazza blends, and I can attest to that. Dark roasts sometimes miss the department in complexity with flavor, but sometimes you want a nice strong kick in the morning or in a straight shot. But for all the other times? Get this, very very impressive.",Amaing amounts of flavor!!!!
"Seriously, this is the worst tasting grape juice I've ever ingested.  Tastes like it's 2/3 water and 1/3 grape juice.  Talk about a misleading label!  Says 100% juice.  I would beg to differ.  For reference, I've drank many brands of grape juice from the obvious Welch's to any old store brand.  The kicker is on the label there's a gold medal this was awarded for superior taste.Don't waste you money on this.  Would never buy again.",Want Some Grape Juice with Your Water?
"These arrived fresh and as good as the local product.  Crisp and tasty, my kids love 'em.  I like 'em OK, but prefer PF Goldfish myself.  But these are very good and a classic.  A good value when you can combine a coupon w/subscribe and save.",My kids love 'em.
"This assortment of cheeses is very mild, and extremely delicious and mouth watering too...The only difference is the age of the cheeses...""The quality of these cheeses is superb"".I believe you will love them all..Great for the holidays,or year round..and highly recommended 5 star rated...enjoy !!! stewart l  12/03/05.",An excellent cheese assortment..differing only by age.
